Region,Date,Confirmed,Deaths,Recovered
Sichuan,2020-03-11,539.0,3.0,488.0
Heilongjiang,2020-03-11,482.0,13.0,436.0
Beijing,2020-03-11,435.0,8.0,326.0
Shanghai,2020-03-11,344.0,3.0,320.0
Guangxi,2020-03-11,252.0,2.0,238.0
Shaanxi,2020-03-11,245.0,1.0,232.0
Hainan,2020-03-11,168.0,6.0,159.0
Guizhou,2020-03-11,146.0,2.0,133.0
Tianjin,2020-03-11,136.0,3.0,131.0
Shanxi,2020-03-11,133.0,0.0,131.0
Hong Kong,2020-03-11,126.0,3.0,65.0
Liaoning,2020-03-11,125.0,1.0,111.0
Jilin,2020-03-11,93.0,1.0,91.0
Algeria,2020-03-09,20.0,0.0,0.0
Peru,2020-03-10,11.0,0.0,0.0
Belarus,2020-03-10,9.0,0.0,3.0
North Carolina,2020-03-10,7.0,0.0,0.0
Andorra,2020-03-02,1.0,0.0,0.0
Armenia,2020-03-01,1.0,0.0,0.0
Monaco,2020-02-29,1.0,0.0,0.0
Vermont,2020-03-10,1.0,0.0,0.0
Mississippi,2020-03-10,0.0,0.0,0.0
North Dakota,2020-03-10,0.0,0.0,0.0
Wyoming,2020-03-10,0.0,0.0,0.0
Hubei,2020-03-12,67781.0,3056.0,50318.0
Iran,2020-03-12,10075.0,429.0,2959.0
"Korea, South",2020-03-12,7869.0,66.0,333.0
Spain,2020-03-12,2277.0,55.0,183.0
Germany,2020-03-12,2078.0,3.0,25.0
Guangdong,2020-03-12,1356.0,8.0,1289.0
Hunan,2020-03-12,1018.0,4.0,999.0
Shandong,2020-03-12,760.0,6.0,734.0
Norway,2020-03-12,702.0,0.0,1.0
Japan,2020-03-12,639.0,16.0,118.0
Jiangsu,2020-03-12,631.0,0.0,629.0
Denmark,2020-03-12,615.0,0.0,1.0
Sweden,2020-03-12,599.0,1.0,1.0
Chongqing,2020-03-12,576.0,6.0,564.0
Sichuan,2020-03-12,539.0,3.0,498.0
Heilongjiang,2020-03-12,482.0,13.0,441.0
UK,2020-03-11,456.0,8.0,18.0
Washington,2020-03-12,442.0,31.0,1.0
Beijing,2020-03-12,435.0,8.0,334.0
Shanghai,2020-03-12,344.0,3.0,321.0
New York,2020-03-12,328.0,0.0,0.0
Hebei,2020-03-12,318.0,6.0,308.0
Austria,2020-03-12,302.0,1.0,4.0
Guangxi,2020-03-12,252.0,2.0,241.0
California,2020-03-12,221.0,4.0,6.0
Guizhou,2020-03-12,146.0,2.0,137.0
Shanxi,2020-03-12,133.0,0.0,132.0
Israel,2020-03-12,131.0,0.0,4.0
Hong Kong,2020-03-12,129.0,3.0,67.0
Massachusetts,2020-03-12,108.0,0.0,1.0
Iceland,2020-03-12,103.0,0.0,1.0
Czechia,2020-03-12,94.0,0.0,0.0
Slovenia,2020-03-12,89.0,0.0,0.0
United Arab Emirates,2020-03-12,85.0,0.0,17.0
Kuwait,2020-03-12,80.0,0.0,5.0
India,2020-03-12,73.0,1.0,4.0
Iraq,2020-03-12,71.0,8.0,15.0
Thailand,2020-03-12,70.0,1.0,34.0
San Marino,2020-03-12,69.0,3.0,0.0
Egypt,2020-03-12,67.0,1.0,27.0
Lebanon,2020-03-12,61.0,3.0,1.0
Brazil,2020-03-12,52.0,0.0,0.0
Philippines,2020-03-12,52.0,2.0,2.0
Poland,2020-03-12,49.0,1.0,0.0
Romania,2020-03-12,49.0,0.0,6.0
Taiwan*,2020-03-12,49.0,1.0,20.0
British Columbia,2020-03-12,46.0,1.0,4.0
Saudi Arabia,2020-03-12,45.0,0.0,1.0
Colorado,2020-03-12,45.0,0.0,0.0
Ontario,2020-03-12,42.0,0.0,4.0
Vietnam,2020-03-12,39.0,0.0,16.0
Florida,2020-03-12,35.0,2.0,0.0
Illinois,2020-03-12,32.0,0.0,2.0
Georgia,2020-03-12,31.0,1.0,0.0
New Jersey,2020-03-12,29.0,1.0,0.0
Russia,2020-03-12,28.0,0.0,3.0
Texas,2020-03-12,27.0,0.0,0.0
Algeria,2020-03-12,24.0,1.0,8.0
Oregon,2020-03-12,24.0,0.0,0.0
Albania,2020-03-12,23.0,1.0,0.0
Costa Rica,2020-03-12,22.0,0.0,0.0
Pennsylvania,2020-03-12,22.0,0.0,0.0
Pakistan,2020-03-12,20.0,0.0,2.0
Luxembourg,2020-03-12,19.0,0.0,0.0
Serbia,2020-03-12,19.0,0.0,0.0
Louisiana,2020-03-12,19.0,0.0,0.0
Oman,2020-03-10,18.0,0.0,9.0
Tennessee,2020-03-12,18.0,0.0,0.0
South Africa,2020-03-12,17.0,0.0,0.0
Virginia,2020-03-12,17.0,0.0,0.0
Slovakia,2020-03-12,16.0,0.0,0.0
Iowa,2020-03-12,16.0,0.0,0.0
Peru,2020-03-12,15.0,0.0,0.0
North Carolina,2020-03-12,15.0,0.0,0.0
Nevada,2020-03-12,14.0,0.0,0.0
Indiana,2020-03-12,13.0,0.0,0.0
Belarus,2020-03-12,12.0,0.0,3.0
Mexico,2020-03-12,12.0,0.0,4.0
Maryland,2020-03-12,12.0,0.0,0.0
South Carolina,2020-03-12,12.0,0.0,0.0
Bosnia and Herzegovina,2020-03-12,11.0,0.0,0.0
Panama,2020-03-12,11.0,1.0,0.0
Kentucky,2020-03-12,10.0,0.0,0.0
Nebraska,2020-03-12,10.0,0.0,0.0
Quebec,2020-03-12,9.0,0.0,0.0
Minnesota,2020-03-12,9.0,0.0,0.0
Wisconsin,2020-03-12,8.0,0.0,1.0
North Macedonia,2020-03-10,7.0,0.0,0.0
Morocco,2020-03-12,6.0,1.0,0.0
Arkansas,2020-03-12,6.0,0.0,0.0
New Hampshire,2020-03-12,6.0,0.0,0.0
Dominican Republic,2020-03-08,5.0,0.0,0.0
New Zealand,2020-03-07,5.0,0.0,0.0
Connecticut,2020-03-12,5.0,0.0,0.0
New Mexico,2020-03-12,5.0,0.0,0.0
Ohio,2020-03-12,5.0,0.0,0.0
Utah,2020-03-12,5.0,0.0,0.0
Armenia,2020-03-12,4.0,0.0,0.0
Senegal,2020-03-08,4.0,0.0,1.0
Bangladesh,2020-03-10,3.0,0.0,0.0
Cuba,2020-03-12,3.0,0.0,0.0
Cameroon,2020-03-08,2.0,0.0,0.0
Jamaica,2020-03-12,2.0,0.0,0.0
Monaco,2020-03-12,2.0,0.0,0.0
Nigeria,2020-03-09,2.0,0.0,0.0
Hawaii,2020-03-10,2.0,0.0,0.0
Oklahoma,2020-03-10,2.0,0.0,0.0
Vermont,2020-03-12,2.0,0.0,0.0
Andorra,2020-03-12,1.0,0.0,1.0
Northern Territory,2020-03-10,1.0,0.0,0.0
Bhutan,2020-03-06,1.0,0.0,0.0
Cote d'Ivoire,2020-03-12,1.0,0.0,0.0
Guyana,2020-03-12,1.0,1.0,0.0
Holy See,2020-03-10,1.0,0.0,0.0
Jordan,2020-03-03,1.0,0.0,0.0
Liechtenstein,2020-03-04,1.0,0.0,0.0
Mongolia,2020-03-10,1.0,0.0,0.0
Nepal,2020-03-10,1.0,0.0,1.0
Togo,2020-03-07,1.0,0.0,0.0
Kansas,2020-03-10,1.0,0.0,0.0
Mississippi,2020-03-12,1.0,0.0,0.0
Missouri,2020-03-10,1.0,0.0,0.0
Wyoming,2020-03-12,1.0,0.0,0.0
Ukraine,2020-03-03,1.0,0.0,0.0
From Diamond Princess,2020-02-29,0.0,0.0,0.0
Gansu,2020-03-11,0.0,0.0,0.0
Hebei,2020-03-11,0.0,0.0,0.0
Alaska,2020-03-10,0.0,0.0,0.0
Idaho,2020-03-10,0.0,0.0,0.0
Maine,2020-03-10,0.0,0.0,0.0
Hubei,2020-03-13,67786.0,3062.0,51553.0
Guangdong,2020-03-13,1356.0,8.0,1296.0
Henan,2020-03-11,1273.0,22.0,1249.0
Zhejiang,2020-03-12,1215.0,1.0,1197.0
Hunan,2020-03-13,1018.0,4.0,1005.0
Shandong,2020-03-13,760.0,7.0,739.0
Chongqing,2020-03-13,576.0,6.0,566.0
Sichuan,2020-03-13,539.0,3.0,503.0
Heilongjiang,2020-03-13,482.0,13.0,446.0
Beijing,2020-03-13,436.0,8.0,342.0
Shanghai,2020-03-13,346.0,3.0,324.0
Yunnan,2020-03-11,174.0,2.0,170.0
Guizhou,2020-03-13,146.0,2.0,140.0
Hong Kong,2020-03-13,134.0,4.0,77.0
Gansu,2020-03-13,127.0,2.0,88.0
Liaoning,2020-03-12,125.0,1.0,112.0
Ningxia,2020-03-11,75.0,0.0,72.0
Panama,2020-03-11,27.0,1.0,0.0
Tasmania,2020-03-11,5.0,0.0,0.0
Croatia,2020-03-11,32.0,0.0,1.0
Burkina Faso,2020-03-11,2.0,0.0,0.0
Albania,2020-03-11,33.0,1.0,0.0
British Columbia,2020-03-11,64.0,1.0,4.0
New South Wales,2020-03-11,92.0,2.0,4.0
Victoria,2020-03-11,36.0,0.0,8.0
Queensland,2020-03-11,35.0,0.0,8.0
South Australia,2020-03-11,16.0,0.0,3.0
Philippines,2020-03-11,64.0,5.0,2.0
Nepal,2020-03-11,1.0,0.0,1.0
Sri Lanka,2020-03-11,6.0,0.0,1.0
United Arab Emirates,2020-03-11,85.0,0.0,17.0
Thailand,2020-03-11,75.0,1.0,35.0
Cambodia,2020-03-11,5.0,0.0,1.0
San Marino,2020-03-11,80.0,5.0,0.0
Ontario,2020-03-11,74.0,0.0,4.0
Australian Capital Territory,2020-03-11,1.0,0.0,0.0
Germany,2020-03-11,3675.0,7.0,46.0
Congo (Kinshasa),2020-03-11,2.0,0.0,0.0
Honduras,2020-03-11,2.0,0.0,0.0
Algeria,2020-03-11,26.0,2.0,8.0
Reunion,2020-03-11,5.0,0.0,0.0
Oman,2020-03-11,19.0,0.0,9.0
Diamond Princess,2020-03-11,696.0,7.0,325.0
Italy,2020-03-11,17660.0,1266.0,1439.0
Iraq,2020-03-11,101.0,9.0,24.0
Lebanon,2020-03-11,77.0,3.0,1.0
From Diamond Princess,2020-03-11,0.0,0.0,0.0
Ukraine,2020-03-11,3.0,1.0,0.0
Austria,2020-03-11,504.0,1.0,6.0
Switzerland,2020-03-11,1139.0,11.0,4.0
Ireland,2020-03-11,90.0,1.0,0.0
Bangladesh,2020-03-11,3.0,0.0,0.0
Kuwait,2020-03-11,80.0,0.0,5.0
North Macedonia,2020-03-11,14.0,0.0,1.0
Brazil,2020-03-11,151.0,0.0,0.0
Greece,2020-03-11,190.0,1.0,0.0
Sweden,2020-03-11,814.0,1.0,1.0
Pakistan,2020-03-11,28.0,0.0,2.0
Norway,2020-03-11,996.0,0.0,1.0
France,2020-03-11,3661.0,79.0,12.0
Turkey,2020-03-11,5.0,0.0,0.0
Bahrain,2020-03-11,189.0,0.0,44.0
Iceland,2020-03-11,134.0,0.0,1.0
Ecuador,2020-03-11,17.0,0.0,0.0
Estonia,2020-03-11,79.0,0.0,0.0
Denmark,2020-03-11,801.0,0.0,1.0
United Kingdom,2020-03-11,798.0,8.0,18.0
Netherlands,2020-03-11,804.0,10.0,0.0
Cuba,2020-03-11,4.0,0.0,0.0
Quebec,2020-03-11,17.0,0.0,0.0
Nigeria,2020-03-11,2.0,0.0,0.0
Lithuania,2020-03-11,6.0,0.0,0.0
New Zealand,2020-03-11,5.0,0.0,0.0
Belarus,2020-03-11,27.0,0.0,3.0
Azerbaijan,2020-03-11,15.0,1.0,3.0
Armenia,2020-03-11,8.0,0.0,0.0
Kazakhstan,2020-03-11,4.0,0.0,0.0
Iran,2020-03-11,11364.0,514.0,2959.0
Israel,2020-03-11,161.0,0.0,4.0
French Polynesia,2020-03-11,3.0,0.0,0.0
Western Australia,2020-03-11,14.0,1.0,0.0
Cayman Islands,2020-03-11,1.0,0.0,0.0
Japan,2020-03-11,701.0,19.0,118.0
Czechia,2020-03-11,141.0,0.0,0.0
Qatar,2020-03-11,320.0,0.0,0.0
Singapore,2020-03-11,200.0,0.0,97.0
Guadeloupe,2020-03-11,1.0,0.0,0.0
Dominican Republic,2020-03-11,5.0,0.0,0.0
Egypt,2020-03-11,80.0,2.0,27.0
Bolivia,2020-03-11,3.0,0.0,0.0
Manitoba,2020-03-11,4.0,0.0,0.0
Saskatchewan,2020-03-11,2.0,0.0,0.0
Indonesia,2020-03-11,69.0,4.0,2.0
"Korea, South",2020-03-11,7979.0,66.0,510.0
Latvia,2020-03-11,17.0,0.0,1.0
Senegal,2020-03-11,10.0,0.0,1.0
Ethiopia,2020-03-11,1.0,0.0,0.0
Sudan,2020-03-11,1.0,1.0,0.0
Portugal,2020-03-11,112.0,0.0,1.0
Andorra,2020-03-11,1.0,0.0,0.0
Guinea,2020-03-11,1.0,0.0,0.0
Antigua and Barbuda,2020-03-11,1.0,0.0,0.0
Belgium,2020-03-11,559.0,3.0,1.0
Russia,2020-03-11,45.0,0.0,3.0
India,2020-03-11,82.0,2.0,4.0
Morocco,2020-03-11,7.0,1.0,1.0
Aruba,2020-03-11,2.0,0.0,0.0
Argentina,2020-03-11,31.0,2.0,0.0
Chile,2020-03-11,43.0,0.0,0.0
Jordan,2020-03-11,1.0,0.0,1.0
Kenya,2020-03-11,1.0,0.0,0.0
Saint Barthelemy,2020-03-11,1.0,0.0,0.0
St Martin,2020-03-11,2.0,0.0,0.0
Poland,2020-03-11,68.0,2.0,0.0
Faroe Islands,2020-03-11,3.0,0.0,0.0
Gibraltar,2020-03-11,1.0,0.0,1.0
Hungary,2020-03-11,19.0,0.0,0.0
Northern Territory,2020-03-11,1.0,0.0,0.0
Alabama,2020-03-11,5.0,0.0,0.0
Slovenia,2020-03-11,141.0,0.0,0.0
Finland,2020-03-11,155.0,0.0,1.0
South Africa,2020-03-11,24.0,0.0,0.0
Bosnia and Herzegovina,2020-03-11,13.0,0.0,0.0
Saudi Arabia,2020-03-11,86.0,0.0,1.0
Cote d'Ivoire,2020-03-11,1.0,0.0,0.0
Luxembourg,2020-03-11,34.0,0.0,0.0
Costa Rica,2020-03-11,23.0,0.0,0.0
Alberta,2020-03-11,29.0,0.0,0.0
Bhutan,2020-03-11,1.0,0.0,0.0
Spain,2020-03-11,5232.0,133.0,193.0
Malaysia,2020-03-11,197.0,0.0,26.0
Holy See,2020-03-11,1.0,0.0,0.0
Serbia,2020-03-11,35.0,0.0,0.0
Cameroon,2020-03-11,2.0,0.0,0.0
Slovakia,2020-03-11,32.0,0.0,0.0
Togo,2020-03-11,1.0,0.0,0.0
Peru,2020-03-11,28.0,0.0,0.0
Romania,2020-03-11,89.0,0.0,7.0
Mexico,2020-03-11,12.0,0.0,4.0
Colombia,2020-03-11,13.0,0.0,0.0
Grand Princess,2020-03-11,21.0,0.0,0.0
Brunei,2020-03-11,37.0,0.0,0.0
Martinique,2020-03-11,3.0,0.0,0.0
French Guiana,2020-03-11,5.0,0.0,0.0
Malta,2020-03-11,12.0,0.0,1.0
Paraguay,2020-03-11,6.0,0.0,0.0
Moldova,2020-03-11,6.0,0.0,0.0
Maldives,2020-03-11,9.0,0.0,0.0
Bulgaria,2020-03-11,23.0,1.0,0.0
Tunisia,2020-03-11,16.0,0.0,0.0
Cyprus,2020-03-11,14.0,0.0,0.0
Alaska,2020-03-11,1.0,0.0,0.0
Arizona,2020-03-11,9.0,0.0,1.0
Arkansas,2020-03-11,6.0,0.0,0.0
California,2020-03-11,282.0,4.0,6.0
Colorado,2020-03-11,49.0,0.0,0.0
Connecticut,2020-03-11,11.0,0.0,0.0
Delaware,2020-03-11,4.0,0.0,0.0
Florida,2020-03-11,50.0,2.0,0.0
Georgia,2020-03-11,42.0,1.0,0.0
Hawaii,2020-03-11,2.0,0.0,0.0
Idaho,2020-03-11,1.0,0.0,0.0
Illinois,2020-03-11,46.0,0.0,2.0
Indiana,2020-03-11,13.0,0.0,0.0
Iowa,2020-03-11,17.0,0.0,0.0
Kansas,2020-03-11,5.0,1.0,0.0
Kentucky,2020-03-11,14.0,0.0,0.0
Louisiana,2020-03-11,36.0,0.0,0.0
Maine,2020-03-11,1.0,0.0,0.0
Maryland,2020-03-11,18.0,0.0,0.0
Massachusetts,2020-03-11,123.0,0.0,1.0
Michigan,2020-03-11,16.0,0.0,0.0
Minnesota,2020-03-11,14.0,0.0,0.0
Mississippi,2020-03-11,1.0,0.0,0.0
Missouri,2020-03-11,2.0,0.0,0.0
Montana,2020-03-11,1.0,0.0,0.0
Nebraska,2020-03-11,13.0,0.0,0.0
Nevada,2020-03-11,17.0,0.0,0.0
New Hampshire,2020-03-11,6.0,0.0,0.0
New Jersey,2020-03-11,29.0,1.0,0.0
New Mexico,2020-03-11,10.0,0.0,0.0
New York,2020-03-11,421.0,0.0,0.0
North Carolina,2020-03-11,17.0,0.0,0.0
North Dakota,2020-03-11,1.0,0.0,0.0
Ohio,2020-03-11,13.0,0.0,0.0
Oklahoma,2020-03-11,2.0,0.0,0.0
Oregon,2020-03-11,30.0,0.0,0.0
Pennsylvania,2020-03-11,41.0,0.0,0.0
Rhode Island,2020-03-11,14.0,0.0,0.0
South Carolina,2020-03-11,13.0,0.0,0.0
South Dakota,2020-03-11,8.0,1.0,0.0
Tennessee,2020-03-11,26.0,0.0,0.0
Texas,2020-03-11,43.0,0.0,0.0
Utah,2020-03-11,9.0,0.0,0.0
Vermont,2020-03-11,2.0,0.0,0.0
Virginia,2020-03-11,30.0,0.0,0.0
Washington,2020-03-11,568.0,37.0,1.0
West Virginia,2020-03-11,0.0,0.0,0.0
Wisconsin,2020-03-11,19.0,0.0,1.0
Wyoming,2020-03-11,1.0,0.0,0.0
Vietnam,2020-03-11,47.0,0.0,16.0
Mongolia,2020-03-11,1.0,0.0,0.0
Jamaica,2020-03-11,8.0,0.0,0.0
Afghanistan,2020-03-11,7.0,0.0,0.0
Monaco,2020-03-11,2.0,0.0,0.0
Liechtenstein,2020-03-11,1.0,0.0,0.0
Guyana,2020-03-11,1.0,1.0,0.0
Taiwan*,2020-03-11,50.0,1.0,20.0
Hubei,2020-03-14,67790.0,3075.0,52960.0
Iran,2020-03-14,12729.0,611.0,2959.0
"Korea, South",2020-03-14,8086.0,72.0,510.0
Spain,2020-03-14,6391.0,195.0,517.0
Germany,2020-03-14,4585.0,9.0,46.0
France,2020-03-14,4469.0,91.0,12.0
Switzerland,2020-03-14,1359.0,13.0,4.0
Guangdong,2020-03-14,1356.0,8.0,1299.0
Zhejiang,2020-03-14,1227.0,1.0,1211.0
Norway,2020-03-14,1090.0,3.0,1.0
Sweden,2020-03-14,961.0,2.0,1.0
Netherlands,2020-03-14,959.0,12.0,2.0
Denmark,2020-03-14,827.0,1.0,1.0
Belgium,2020-03-14,689.0,4.0,1.0
Austria,2020-03-14,655.0,1.0,6.0
Jiangsu,2020-03-13,631.0,0.0,630.0
Chongqing,2020-03-14,576.0,6.0,569.0
Washington,2020-03-14,572.0,37.0,1.0
Sichuan,2020-03-14,539.0,3.0,511.0
New York,2020-03-14,525.0,2.0,0.0
Heilongjiang,2020-03-14,482.0,13.0,447.0
Beijing,2020-03-14,437.0,8.0,349.0
California,2020-03-14,340.0,5.0,6.0
Malaysia,2020-03-14,238.0,0.0,35.0
Greece,2020-03-14,228.0,3.0,8.0
Finland,2020-03-14,225.0,0.0,1.0
Singapore,2020-03-14,212.0,0.0,105.0
Israel,2020-03-14,193.0,0.0,4.0
Czechia,2020-03-14,189.0,0.0,0.0
Slovenia,2020-03-14,181.0,1.0,0.0
Portugal,2020-03-14,169.0,0.0,2.0
Iceland,2020-03-14,156.0,0.0,1.0
Brazil,2020-03-13,151.0,0.0,0.0
Hong Kong,2020-03-14,140.0,4.0,78.0
Tianjin,2020-03-12,136.0,3.0,132.0
Gansu,2020-03-14,129.0,2.0,89.0
Liaoning,2020-03-14,125.0,1.0,113.0
Romania,2020-03-14,123.0,0.0,9.0
Estonia,2020-03-14,115.0,0.0,0.0
New South Wales,2020-03-14,112.0,2.0,4.0
Philippines,2020-03-14,111.0,8.0,2.0
Egypt,2020-03-14,109.0,2.0,27.0
Kuwait,2020-03-14,104.0,0.0,5.0
Poland,2020-03-14,103.0,3.0,0.0
India,2020-03-14,102.0,2.0,4.0
Indonesia,2020-03-14,96.0,5.0,8.0
Lebanon,2020-03-14,93.0,3.0,1.0
United Arab Emirates,2020-03-13,85.0,0.0,17.0
Thailand,2020-03-14,82.0,1.0,35.0
San Marino,2020-03-14,80.0,5.0,4.0
Ontario,2020-03-14,79.0,0.0,4.0
Louisiana,2020-03-14,77.0,1.0,0.0
Florida,2020-03-14,76.0,3.0,0.0
New Jersey,2020-03-14,69.0,1.0,0.0
British Columbia,2020-03-14,64.0,1.0,4.0
Illinois,2020-03-14,64.0,0.0,2.0
Russia,2020-03-14,59.0,0.0,8.0
Texas,2020-03-14,57.0,0.0,0.0
Taiwan*,2020-03-14,53.0,1.0,20.0
Vietnam,2020-03-14,53.0,0.0,16.0
Luxembourg,2020-03-14,51.0,1.0,0.0
Victoria,2020-03-14,49.0,0.0,8.0
Queensland,2020-03-14,46.0,0.0,8.0
Slovakia,2020-03-14,44.0,0.0,0.0
Bulgaria,2020-03-14,41.0,2.0,0.0
Virginia,2020-03-14,41.0,1.0,0.0
Brunei,2020-03-14,40.0,0.0,0.0
Albania,2020-03-14,38.0,1.0,0.0
Croatia,2020-03-14,38.0,0.0,1.0
Peru,2020-03-14,38.0,0.0,0.0
South Africa,2020-03-14,38.0,0.0,0.0
Algeria,2020-03-14,37.0,3.0,12.0
Panama,2020-03-14,36.0,1.0,0.0
Argentina,2020-03-14,34.0,2.0,1.0
Oregon,2020-03-14,32.0,0.0,0.0
Pakistan,2020-03-14,31.0,0.0,2.0
Hungary,2020-03-14,30.0,0.0,1.0
Alberta,2020-03-14,29.0,0.0,0.0
Wisconsin,2020-03-14,27.0,0.0,1.0
Costa Rica,2020-03-14,26.0,0.0,0.0
Latvia,2020-03-14,26.0,0.0,1.0
Mexico,2020-03-14,26.0,0.0,4.0
Maryland,2020-03-14,26.0,0.0,0.0
Ohio,2020-03-14,26.0,0.0,0.0
Michigan,2020-03-14,25.0,0.0,0.0
North Carolina,2020-03-14,24.0,0.0,0.0
Colombia,2020-03-14,22.0,0.0,0.0
Connecticut,2020-03-14,22.0,0.0,0.0
Minnesota,2020-03-14,21.0,0.0,0.0
South Australia,2020-03-14,19.0,0.0,3.0
Oman,2020-03-13,19.0,0.0,9.0
Armenia,2020-03-14,18.0,0.0,0.0
Bosnia and Herzegovina,2020-03-14,18.0,0.0,0.0
Malta,2020-03-14,18.0,0.0,1.0
Quebec,2020-03-13,17.0,0.0,0.0
Morocco,2020-03-14,17.0,1.0,1.0
Iowa,2020-03-13,17.0,0.0,0.0
Indiana,2020-03-14,16.0,0.0,0.0
Kentucky,2020-03-13,14.0,0.0,0.0
Nebraska,2020-03-14,14.0,0.0,0.0
Arkansas,2020-03-14,12.0,0.0,0.0
Afghanistan,2020-03-14,11.0,0.0,0.0
Maldives,2020-03-14,10.0,0.0,0.0
Sri Lanka,2020-03-14,10.0,0.0,1.0
District of Columbia,2020-03-11,10.0,0.0,0.0
New Mexico,2020-03-14,10.0,0.0,0.0
Utah,2020-03-14,10.0,0.0,0.0
Faroe Islands,2020-03-14,9.0,0.0,0.0
Lithuania,2020-03-14,8.0,0.0,0.0
Kazakhstan,2020-03-14,6.0,0.0,0.0
New Zealand,2020-03-14,6.0,0.0,0.0
Reunion,2020-03-14,6.0,0.0,0.0
Alabama,2020-03-14,6.0,0.0,0.0
Tasmania,2020-03-14,5.0,0.0,0.0
Fench Guiana,2020-03-14,5.0,0.0,0.0
French Guiana,2020-03-07,5.0,0.0,0.0
Turkey,2020-03-13,5.0,0.0,0.0
Montana,2020-03-14,5.0,0.0,0.0
Hawaii,2020-03-14,4.0,0.0,0.0
Missouri,2020-03-14,4.0,0.0,0.0
Bangladesh,2020-03-13,3.0,0.0,0.0
French Polynesia,2020-03-14,3.0,0.0,0.0
Ghana,2020-03-14,3.0,0.0,0.0
Maine,2020-03-14,3.0,0.0,0.0
Honduras,2020-03-13,2.0,0.0,0.0
Seychelles,2020-03-14,2.0,0.0,0.0
Idaho,2020-03-14,2.0,0.0,0.0
Wyoming,2020-03-14,2.0,0.0,0.0
Channel Islands,2020-03-11,2.0,0.0,0.0
Venezuela,2020-03-14,2.0,0.0,0.0
Antigua and Barbuda,2020-03-13,1.0,0.0,0.0
New Brunswick,2020-03-11,1.0,0.0,0.0
Eswatini,2020-03-14,1.0,0.0,0.0
Guinea,2020-03-13,1.0,0.0,0.0
Guyana,2020-03-14,1.0,1.0,0.0
Jordan,2020-03-14,1.0,0.0,1.0
Mauritania,2020-03-14,1.0,0.0,0.0
Rwanda,2020-03-14,1.0,0.0,0.0
Hubei,2020-03-15,67794.0,3085.0,54288.0
Italy,2020-03-14,24747.0,1809.0,2335.0
Iran,2020-03-15,13938.0,724.0,4590.0
"Korea, South",2020-03-15,8162.0,75.0,510.0
Spain,2020-03-15,7798.0,289.0,517.0
Germany,2020-03-15,5795.0,11.0,46.0
France,2020-03-15,4499.0,91.0,12.0
Guangdong,2020-03-15,1360.0,8.0,1304.0
Zhejiang,2020-03-15,1231.0,1.0,1211.0
Norway,2020-03-15,1221.0,3.0,1.0
United Kingdom,2020-03-14,1140.0,21.0,18.0
Netherlands,2020-03-15,1135.0,20.0,2.0
Sweden,2020-03-15,1022.0,3.0,1.0
Belgium,2020-03-15,886.0,4.0,1.0
Denmark,2020-03-15,864.0,2.0,1.0
Austria,2020-03-15,860.0,1.0,6.0
Japan,2020-03-14,839.0,22.0,118.0
Shandong,2020-03-14,760.0,7.0,741.0
New York,2020-03-15,732.0,3.0,0.0
Washington,2020-03-15,643.0,40.0,1.0
Heilongjiang,2020-03-15,482.0,13.0,453.0
Beijing,2020-03-15,442.0,8.0,353.0
Malaysia,2020-03-15,428.0,0.0,42.0
California,2020-03-15,426.0,6.0,6.0
Shanghai,2020-03-14,353.0,3.0,324.0
Qatar,2020-03-14,401.0,0.0,4.0
Guangxi,2020-03-13,252.0,2.0,243.0
Shaanxi,2020-03-12,245.0,2.0,232.0
Portugal,2020-03-15,245.0,0.0,2.0
Finland,2020-03-15,244.0,0.0,10.0
Czechia,2020-03-15,253.0,0.0,0.0
Greece,2020-03-15,331.0,4.0,8.0
Singapore,2020-03-15,226.0,0.0,105.0
Slovenia,2020-03-15,219.0,1.0,0.0
Bahrain,2020-03-14,214.0,0.0,60.0
Israel,2020-03-15,251.0,0.0,4.0
Yunnan,2020-03-14,174.0,2.0,172.0
Hainan,2020-03-12,168.0,6.0,160.0
Brazil,2020-03-15,162.0,0.0,0.0
Iceland,2020-03-15,171.0,5.0,8.0
Guizhou,2020-03-14,146.0,2.0,143.0
Hong Kong,2020-03-15,145.0,4.0,81.0
Philippines,2020-03-15,140.0,11.0,2.0
Massachusetts,2020-03-14,164.0,0.0,1.0
Estonia,2020-03-15,171.0,0.0,1.0
New South Wales,2020-03-15,134.0,2.0,4.0
Romania,2020-03-15,131.0,0.0,9.0
Ireland,2020-03-14,129.0,2.0,0.0
Liaoning,2020-03-15,125.0,1.0,114.0
Poland,2020-03-15,119.0,3.0,0.0
Indonesia,2020-03-15,117.0,5.0,8.0
Florida,2020-03-15,115.0,4.0,0.0
Thailand,2020-03-15,114.0,1.0,35.0
India,2020-03-15,113.0,2.0,13.0
Kuwait,2020-03-15,112.0,0.0,5.0
Egypt,2020-03-15,110.0,2.0,21.0
Iraq,2020-03-14,116.0,10.0,26.0
Lebanon,2020-03-15,110.0,3.0,1.0
Ontario,2020-03-15,104.0,0.0,4.0
Saudi Arabia,2020-03-14,103.0,0.0,1.0
Colorado,2020-03-14,131.0,1.0,0.0
Georgia,2020-03-15,99.0,1.0,0.0
Jilin,2020-03-13,93.0,1.0,91.0
San Marino,2020-03-15,101.0,5.0,4.0
Louisiana,2020-03-15,91.0,2.0,0.0
United Arab Emirates,2020-03-15,98.0,0.0,23.0
